Date,Route,Time,Day,Location,Incident,Min Delay,Min Gap,Direction,Vehicle
17-Jul-24,95,12:35,Wednesday,YORK MILLS AND FENSIDE,Mechanical,10,20,E,1274
17-Jul-24,41,12:37,Wednesday,TRETHEWAY AND EGLINGTO,Emergency Services,12,24,S,7245
17-Jul-24,939,12:45,Wednesday,KENNEDY AND ELLESMERE,Emergency Services,7,14,N,3174
17-Jul-24,32,13:13,Wednesday,EMMETT AND VERONA,Operations - Operator,25,50,E,7272
17-Jul-24,41,13:15,Wednesday,KEELE AND WILSON,Diversion,49,61,N,7237
17-Jul-24,52,13:28,Wednesday,WESTWOOD MALL,Operations - Operator,17,34,E,8926
17-Jul-24,118,13:32,Wednesday,WILSON AND KEELE,Diversion,0,0,E,8396
17-Jul-24,996,13:32,Wednesday,WILSON AND KEELE,Diversion,0,0,E,3710
17-Jul-24,165,13:32,Wednesday,WILSON AND KEELE,Diversion,35,43,E,0
17-Jul-24,96,13:32,Wednesday,WILSON AND KEELE,Diversion,35,45,E,0
17-Jul-24,120,13:32,Wednesday,WILSON AND KEELE,Diversion,35,65,E,0
17-Jul-24,119,13:50,Wednesday,WILSON AND KEELE,Diversion,17,47,E,7025
17-Jul-24,28,13:57,Wednesday,EVERGREEN BRICKWORKS,Diversion,712,742,,0
17-Jul-24,63,14:11,Wednesday,DUFFERIN AND LIBERTY,General Delay,0,0,N,7055
17-Jul-24,36,14:15,Wednesday,HUMBERWOOD AND MORNING,Diversion,233,239,E,9105
17-Jul-24,102,14:16,Wednesday,MARKHAM AND PAINTED PO,Mechanical,10,20,N,3433
17-Jul-24,201,14:22,Wednesday,BLUFFERS PARK RD - BRI,Mechanical,22,45,S,8711
17-Jul-24,96,14:24,Wednesday,WILSON STATION,Diversion,35,45,W,3596
17-Jul-24,29,14:26,Wednesday,DUFFERIN AND MELBOURNE,Operations - Operator,8,16,N,9023
17-Jul-24,985,14:35,Wednesday,MALVERN GARAGE,Operations - Operator,15,30,N,9058
17-Jul-24,119,14:41,Wednesday,WILSON AND JANE,Operations - Operator,29,54,W,8376
17-Jul-24,94,14:46,Wednesday,CASTLE FRANK STATION,Mechanical,10,20,W,8474
17-Jul-24,29,14:46,Wednesday,MOUNT DENNIS GARAGE,Operations - Operator,8,16,N,1403
17-Jul-24,34,14:52,Wednesday,EGLINTON AND PHARMACY,Operations - Operator,16,32,W,8856
17-Jul-24,119,14:54,Wednesday,JANE AND WILSON,Operations - Operator,25,49,E,7025
17-Jul-24,95,15:12,Wednesday,YORK MILLS AND DON MIL,Mechanical,10,20,E,3486
17-Jul-24,23,15:18,Wednesday,DAWES AND GOWER,Emergency Services,11,22,N,8569
17-Jul-24,53,15:24,Wednesday,STEELES AND BRIMLEY,Diversion,71,26,E,3298
17-Jul-24,32,15:25,Wednesday,EGLINTON AND OAKWOOD,Collision - TTC,10,20,E,7265
17-Jul-24,162,15:27,Wednesday,THE DONWAY AND DUTCH M,General Delay,30,60,S,8697
17-Jul-24,85,15:29,Wednesday,MEADOWVALE AND SHEPPAR,Mechanical,9,18,E,1521
17-Jul-24,76,15:33,Wednesday,MIMICO AND LAKESHORE B,Collision - TTC,9,18,W,8131
17-Jul-24,53,15:34,Wednesday,MCCOWAN AND STEELES,Mechanical,7,14,W,3234
17-Jul-24,53,15:34,Wednesday,STEELES EAST AND MCCOW,Mechanical,7,14,W,3234
17-Jul-24,116,15:35,Wednesday,KENNEDY STATION,Security,0,0,,3462
17-Jul-24,952,15:37,Wednesday,LAWRENCE WEST AND PINE,Mechanical,8,16,E,3544
17-Jul-24,952,15:37,Wednesday,LAWRENCE AND PINE,Mechanical,8,16,E,3544
17-Jul-24,47,15:41,Wednesday,LANSDOWNE STATION,General Delay,24,48,S,7120
17-Jul-24,114,15:41,Wednesday,LAKE SHORE AND CARLAW,General Delay,0,0,W,8417
17-Jul-24,32,15:44,Wednesday,EGLINTON AND KEELE,Operations - Operator,10,20,E,1066
17-Jul-24,129,15:48,Wednesday,MAJOR MACKENZIE AND BR,Mechanical,14,28,S,3204
17-Jul-24,129,15:48,Wednesday,MAJOR MACKENZIE AND BR,Mechanical,14,28,E,3204
17-Jul-24,32,16:01,Wednesday,ISLINGTON AND EGLINTON,General Delay,10,20,E,7306
17-Jul-24,54,16:06,Wednesday,EGLINTON AND BAYVIEW,Collision - TTC,11,22,E,3750
17-Jul-24,86,16:20,Wednesday,TORONTO ZOO,Mechanical,18,36,W,1661
17-Jul-24,939,16:27,Wednesday,ELLESMERE AND KENNEDY,Operations - Operator,24,48,E,31658
17-Jul-24,985,16:29,Wednesday,TRITON AND BOROUGH,Operations - Operator,7,14,E,1269
17-Jul-24,96,16:31,Wednesday,FINCH AND HUMBERLINE,Operations - Operator,20,40,W,3605
17-Jul-24,939,16:48,Wednesday,FINCH WEST STATION,Mechanical,12,24,E,3201
17-Jul-24,939,16:48,Wednesday,MORNINGSIDE AND NIGHTS,Mechanical,24,48,W,3184
17-Jul-24,37,17:09,Wednesday,KIPLING STATION,Mechanical,18,36,,8152
17-Jul-24,102,17:10,Wednesday,MAJOR MACKENZIE AND RA,Cleaning - Unsanitary,30,60,N,3411
17-Jul-24,36,17:25,Wednesday,FINCH WEST STATION,Mechanical,8,16,,9121
17-Jul-24,929,17:26,Wednesday,DUFFERIN AND COLLEGE,Mechanical,8,16,N,9028
17-Jul-24,102,17:26,Wednesday,CASTLEMORE AND FRED MC,Operations - Operator,30,60,N,3408
17-Jul-24,53,17:29,Wednesday,MIDLAND AND STEELES,Vision,7,14,W,3188
17-Jul-24,135,17:32,Wednesday,WARDEN AND ST. CLAIR E,Operations - Operator,20,40,E,8543
17-Jul-24,135,17:35,Wednesday,ST CLAIR AND WARDEN,Operations - Operator,20,40,E,8543
17-Jul-24,162,17:35,Wednesday,DONWAY EAST AND LAWREN,General Delay,30,60,S,8644
17-Jul-24,35,17:40,Wednesday,JANE AND TRETHEWEY,Operations - Operator,12,24,S,7224
17-Jul-24,32,17:41,Wednesday,EGLINTON WEST AND JIMM,Mechanical,10,20,W,7279
17-Jul-24,122,17:47,Wednesday,FENSIDE AND SLIDELL,Diversion,119,120,E,3483
17-Jul-24,25,17:49,Wednesday,BROADVIEW STATION,Operations - Operator,6,12,S,8676
17-Jul-24,66,17:59,Wednesday,BLOOR AND KINGSWAY,Diversion,41,51,S,0
17-Jul-24,66,17:59,Wednesday,OLD MILL STATION,Diversion,41,51,S,3369
17-Jul-24,8,18:01,Wednesday,GERRARD AND MUNRO,Cleaning - Unsanitary,18,44,E,8603
17-Jul-24,86,18:05,Wednesday,KENNEDY STATION,Security,6,18,,3443
17-Jul-24,104,18:07,Wednesday,FINCH AND WILMINGTON,Collision - TTC,10,20,E,3509
17-Jul-24,985,18:08,Wednesday,SHEPPARD AND NEILSON,Operations - Operator,12,24,W,9056
17-Jul-24,22,18:10,Wednesday,COXWELL AT LOWER GERRA,Security,10,20,S,8481
17-Jul-24,161,18:44,Wednesday,JANE AND EGLINTON,Operations - Operator,20,40,E,7308
17-Jul-24,16,18:45,Wednesday,DANFORTH RD AND MIDLAN,Collision - TTC,10,20,N,8420
17-Jul-24,80,18:46,Wednesday,QUEENSWAY AND PARKLAWN,Mechanical,20,40,W,8143
17-Jul-24,126,18:47,Wednesday,SPADINA AND ST CLAIR,Collision - TTC,10,20,W,7006
17-Jul-24,900,18:54,Wednesday,KIPLING STATION,Cleaning - Unsanitary,10,20,N,3341
17-Jul-24,19,18:56,Wednesday,BAY AND CUMBERLAND,Investigation,10,22,N,8521
17-Jul-24,22,19:00,Wednesday,COXWELL STATION,General Delay,0,0,,0
17-Jul-24,43,19:10,Wednesday,KENNEDY STATION,Mechanical,10,20,N,3106
17-Jul-24,37,19:11,Wednesday,ISLINGTON AND ELMHURST,Operations - Operator,18,36,N,3368
17-Jul-24,97,19:15,Wednesday,YONGE AND MELROSE,Mechanical,30,60,S,8360
17-Jul-24,90,19:16,Wednesday,BATHURST AND ALCINA,Mechanical,0,0,S,3516
17-Jul-24,52,20:05,Wednesday,LAWRENCE AND CHICOUTIM,Mechanical,18,36,W,3566
17-Jul-24,41,20:19,Wednesday,KEELE AND BEECHBOROUGH,Mechanical,12,24,N,9033
17-Jul-24,85,20:20,Wednesday,DON MILLS STATION,Collision - TTC,20,40,,3444
17-Jul-24,929,21:24,Wednesday,DUFFERIN AND ROGERS,Mechanical,8,16,S,9149
17-Jul-24,168,21:24,Wednesday,SYMINGTON AND PATON,Vision,20,40,N,7331
17-Jul-24,165,21:31,Wednesday,WILSON AND KEELE,Security,10,20,E,8650
17-Jul-24,121,21:51,Wednesday,JACK LAYTON WAY AND ST,Cleaning - Unsanitary,10,20,W,8471
17-Jul-24,86,21:52,Wednesday,MEADOWADALE AND SHEPPA,Security,10,20,N,1652
17-Jul-24,104,22:01,Wednesday,WILSON STATION,Mechanical,20,40,S,7021
17-Jul-24,,22:34,Wednesday,YONGE AND RANLEIGH,Mechanical,0,0,N,86
17-Jul-24,97,22:42,Wednesday,YONGE AND YORK MILLS,Diversion,171,201,S,7095
17-Jul-24,95,22:57,Wednesday,YORK MILLS STATION,Mechanical,16,32,E,1201
17-Jul-24,85,23:01,Wednesday,SHEPPARD AND PROGRESS,Diversion,49,69,E,0
17-Jul-24,54,23:17,Wednesday,LAWRENCE AND LESLIE,Security,0,0,E,8798
17-Jul-24,134,23:25,Wednesday,SHEPPARD AND PROGRESS,Diversion,77,92,S,0
17-Jul-24,54,23:32,Wednesday,THE DONWAY EAST AND LA,Diversion,94,104,E,8765
17-Jul-24,25,23:58,Wednesday,DN MILLS AND GRAYDON H,Operations - Operator,0,0,N,8832
17-Jul-24,64,00:08,Wednesday,WILLIAMSON AND WINEVA,Security,20,40,E,8464
17-Jul-24,123,00:46,Wednesday,BROWNS LINE AND EVANS,Diversion,17,30,N,8329
17-Jul-24,38,00:47,Wednesday,SCARBOROUGH CENTRE STA,Cleaning - Unsanitary,20,40,E,3468
18-Jul-24,363,02:07,Thursday,EXHIBITION LOOP,Security,24,24,S,8365
18-Jul-24,307,02:20,Thursday,BATHURST AND QUEEN,Diversion,201,231,N,9009
18-Jul-24,300,02:20,Thursday,BLOOR AND ACORN,General Delay,0,0,E,3343
18-Jul-24,363,02:42,Thursday,EXHIBITION LOOP,Diversion,55,85,S,8365
18-Jul-24,36,04:07,Thursday,FINCH AND WARDEN,Security,20,40,W,8898
18-Jul-24,339,04:17,Thursday,FINCH AND WARDEN,General Delay,0,0,W,8898
18-Jul-24,339,04:21,Thursday,FINCH AND WARDEN,Security,20,40,W,8898
18-Jul-24,300,04:31,Thursday,SPADINA AND BLOOR,Operations - Operator,17,34,W,8135
18-Jul-24,68,04:50,Thursday,DANFORTH AVE AND WARDE,Security,17,34,W,8917
18-Jul-24,97,05:30,Thursday,HILDA AND STEELES,Mechanical,25,225,N,7108
18-Jul-24,55,05:31,Thursday,DUNDAS ST WEST AND HUM,Collision - TTC,23,46,E,8197
18-Jul-24,53,05:54,Thursday,FINCH STATION,Mechanical,13,19,N,3224
18-Jul-24,336,05:57,Thursday,FINCH AND HWY 27,Mechanical,20,40,W,9087
18-Jul-24,84,06:20,Thursday,SHEPPARD AND FAYWOOD,Mechanical,10,20,E,3587
18-Jul-24,28,06:23,Thursday,BAYVIEW AND MOORE,Diversion,0,0,S,7318
18-Jul-24,88,06:33,Thursday,ST CLAIR STATION,Security,10,20,,8679
18-Jul-24,60,06:41,Thursday,FINCH STATION,Mechanical,8,13,W,7041
18-Jul-24,80,06:51,Thursday,QUEENSWAY AND ST LAWRE,Diversion,38,58,W,8172
18-Jul-24,24,06:51,Thursday,VICTORIA PARK STATION,Mechanical,10,20,S,8467
18-Jul-24,102,07:02,Thursday,WARDEN STATION,Operations - Operator,20,40,,3429
18-Jul-24,7,07:03,Thursday,DE BOERS AND SHEPPARD,Mechanical,0,0,N,9002
18-Jul-24,903,07:14,Thursday,PROGRESS AND MARKHAM,Mechanical,16,32,N,9402
18-Jul-24,54,07:14,Thursday,EGLINTON STATION,Mechanical,5,10,,3753
18-Jul-24,52,07:19,Thursday,LAWRENCE WEST STATION,Mechanical,10,20,S,8897
18-Jul-24,968,08:22,Thursday,WARDEN STATION,Mechanical,13,26,S,3243
18-Jul-24,52,08:23,Thursday,PEARSON TERMINAL 3,Collision - TTC,10,20,,8946
18-Jul-24,36,08:24,Thursday,MILVAN AND PENN,Mechanical,9,18,S,1325
18-Jul-24,952,08:26,Thursday,PEARSON TERMINAL 3,Collision - TTC,10,20,,8926
18-Jul-24,19,08:38,Thursday,BAY AND QUEEN,Collision - TTC,10,20,S,8540
18-Jul-24,75,08:42,Thursday,SHERBOURNE AND FRONT,Collision - TTC,7,14,S,8546
18-Jul-24,939,08:44,Thursday,FINCH AND VICTORIA PAR,Mechanical,10,20,W,3251
18-Jul-24,67,08:57,Thursday,PHARMACY AND DENTON,Operations - Operator,0,0,S,8689
18-Jul-24,93,09:01,Thursday,WOODBINE AND BARKER,Collision - TTC,30,60,S,8771
18-Jul-24,68,09:04,Thursday,WARDEN AND CANADIAN,Mechanical,24,48,S,3252
18-Jul-24,60,09:35,Thursday,PIONEER VILLAGE STATIO,Investigation,11,22,,7005
18-Jul-24,29,09:41,Thursday,WILSON STATION,Mechanical,8,16,S,9144
18-Jul-24,40,09:52,Thursday,KIPLING STATION,Security,24,48,,8219
18-Jul-24,985,09:57,Thursday,KENNEDY STATION,Mechanical,12,24,S,9050
18-Jul-24,36,10:07,Thursday,FINCH WEST STATION,Investigation,6,12,,9107
18-Jul-24,32,10:13,Thursday,RENFORTH STATION,Cleaning - Unsanitary,0,0,,1115
18-Jul-24,905,10:14,Thursday,KENNEDY STATION,Mechanical,10,20,W,1549
18-Jul-24,84,10:20,Thursday,SHEPPARD AND CHESSWOOD,Mechanical,10,20,E,8957
18-Jul-24,118,10:41,Thursday,WILSON AND RIDGE,General Delay,0,0,E,8349
18-Jul-24,96,10:57,Thursday,WILSON AND JANE,Investigation,9,18,E,3569
18-Jul-24,86,11:00,Thursday,KINGSTON AND SCARBOROU,Mechanical,20,40,W,1299
18-Jul-24,129,11:19,Thursday,MCCOWAN AND STEELES,Operations - Operator,8,16,N,3134
18-Jul-24,17,11:22,Thursday,WARDEN STATION,Mechanical,19,38,,3164
18-Jul-24,36,11:23,Thursday,FINCH WEST STATION,Mechanical,6,12,W,9120
18-Jul-24,52,11:40,Thursday,LAWRENCE AND DUVAL,Mechanical,15,30,E,1385
18-Jul-24,15,11:44,Thursday,EVANS AND GAIR,General Delay,0,0,W,8211
18-Jul-24,36,11:46,Thursday,FINCH AND DUFFERIN,Collision - TTC,6,12,,9124
18-Jul-24,91,11:48,Thursday,SLOANE AND KENEWEN,General Delay,0,0,N,0
18-Jul-24,929,11:51,Thursday,WILSON AND TRANSIT,Collision - TTC,8,16,E,9028
18-Jul-24,67,11:52,Thursday,OSSINGTON AND DUNDAS,Security,8,16,N,7012
18-Jul-24,101,12:00,Thursday,88 CARLHALL ROAD,Mechanical,30,60,,8357
18-Jul-24,935,12:05,Thursday,STEELES AND MURRAY ROS,Mechanical,15,30,E,1130
18-Jul-24,32,12:10,Thursday,EGLINTON STATION,Operations - Operator,12,24,W,7306
18-Jul-24,63,12:18,Thursday,OSSINGTON AND QUEEN,Collision - TTC,4,8,N,7031
18-Jul-24,52,12:31,Thursday,LAWRENCE AND CALEDONIA,Security,10,20,E,3560
18-Jul-24,32,13:06,Thursday,EGLINTON STATION,Mechanical,12,24,W,7212
18-Jul-24,29,13:17,Thursday,DUFFERIN AND JANE OSLE,Utilized Off Route,8,16,N,9042
18-Jul-24,52,13:19,Thursday,LAWRENCE WEST STATION,Utilized Off Route,10,20,W,8876
18-Jul-24,32,13:21,Thursday,TRETHEWAY AND JANE,Utilized Off Route,12,24,E,7306
18-Jul-24,65,13:41,Thursday,PARLIAMENT AND GERRARD,Investigation,10,20,S,8432
18-Jul-24,929,13:46,Thursday,EXHIBITION WEST LOOP,Vision,8,16,S,9452
18-Jul-24,34,13:56,Thursday,EGLINTON STATION,Cleaning - Unsanitary,15,30,W,8857
18-Jul-24,960,13:58,Thursday,STEELES AND BATHURST,Operations - Operator,8,15,W,8365
18-Jul-24,510,14:08,Thursday,ST GEORGE STATION,Investigation,0,0,,7304
18-Jul-24,98,14:16,Thursday,YONGE AND SHEPPARD,Vision,25,50,N,7104
18-Jul-24,45,14:37,Thursday,KIPLING AND EGLINTON,Operations - Operator,16,32,S,7319
18-Jul-24,17,14:45,Thursday,WARDEN STATION,Security,30,60,,3131
18-Jul-24,996,14:55,Thursday,SCARBOROUGH CENTRE STA,Mechanical,10,20,E,3540
18-Jul-24,47,15:00,Thursday,LANSDOWNE AND PATON,Utilized Off Route,12,23,S,8339
18-Jul-24,65,15:00,Thursday,CASTLE FRANK STATION,Utilized Off Route,20,25,N,8410
18-Jul-24,32,15:08,Thursday,TRETHEWEY AND CLEARVIE,Emergency Services,12,24,N,7275
18-Jul-24,945,15:09,Thursday,KIPLING AND BETHRIDGE,Mechanical,16,32,N,7276
18-Jul-24,162,15:13,Thursday,AVENUE AND RIDLE,Operations - Operator,30,60,N,8821
18-Jul-24,45,15:23,Thursday,KIPLING STATION,Operations - Operator,15,29,N,7213
18-Jul-24,52,15:26,Thursday,SCARLETT AND DIXON,Mechanical,10,20,E,1384
18-Jul-24,131,15:26,Thursday,TAPSCOTT AND WASHBURN,Mechanical,12,24,W,1529
18-Jul-24,168,15:36,Thursday,OLD WESTON AND TURNBER,Diversion,51,63,S,1134
18-Jul-24,25,15:40,Thursday,BROADVIEW STATION,Collision - TTC,10,20,,8632
18-Jul-24,43,15:42,Thursday,EGLINTON AND KENNEDY,General Delay,0,0,S,3118
18-Jul-24,60,15:43,Thursday,YONGE AND STEELES,Mechanical,9,18,W,7087
18-Jul-24,70,15:43,Thursday,PHARMACY AND CRAIGTON,Mechanical,10,20,E,8548
18-Jul-24,996,15:46,Thursday,WEST HUMBER AND KIPLIN,Security,10,20,E,3584
18-Jul-24,984,15:48,Thursday,SHEPPARD AND JANE,Operations - Operator,12,24,W,1325
18-Jul-24,52,16:01,Thursday,MORNINGSTAR AND AIRPOR,Diversion,28,56,,3602
18-Jul-24,52,16:08,Thursday,LAWRENCE WEST STATION,Operations - Operator,9,18,W,8876
18-Jul-24,29,16:10,Thursday,DUFFERIN AND SHANLY,Mechanical,8,16,N,9465
18-Jul-24,985,16:13,Thursday,SCARBOROUGH CENTRE STA,Operations - Operator,15,30,E,9048
18-Jul-24,985,16:13,Thursday,SCARBOROUGH CENTRE STA,Operations - Operator,15,30,E,9048
18-Jul-24,168,16:29,Thursday,DAVENPORT AND OSLER,General Delay,0,0,E,0
18-Jul-24,162,16:31,Thursday,LAWRENCE AND BAYVIEW,Operations - Operator,30,60,W,8821
18-Jul-24,927,16:32,Thursday,HIGHWAY 427 AND BLOOR,Collision - TTC,10,20,N,8889
18-Jul-24,501,16:33,Thursday,QUEEN AND SPADINA,Security,10,20,W,8030
18-Jul-24,68,16:41,Thursday,WARDEN AND CASS,General Delay,0,0,N,9212
18-Jul-24,925,16:46,Thursday,DON MILLS STATION,Operations - Operator,15,30,N,8675
18-Jul-24,79,17:01,Thursday,SCARLETT AND EGLINTON,Mechanical,20,40,N,7206
18-Jul-24,925,17:15,Thursday,DON MILLS AND LAWRENCE,General Delay,0,0,N,0
18-Jul-24,960,17:15,Thursday,PIONEER VILLAGE STATIO,Operations - Operator,8,16,S,7017
18-Jul-24,29,17:38,Thursday,DUFFERIN AND HOLMESDAL,General Delay,0,0,S,9449
18-Jul-24,64,17:48,Thursday,BROADVIEW STATION,Collision - TTC,9,17,W,8525
18-Jul-24,935,17:48,Thursday,JANE AND BLOOR,Mechanical,13,25,N,1101
18-Jul-24,510,17:49,Thursday,LOWER SPADINA AND QUEE,Operations - Operator,0,0,N,8839
18-Jul-24,939,17:51,Thursday,FINCH STATION,Mechanical,12,24,,3318
18-Jul-24,47,17:56,Thursday,DUPONT AND LANSDOWNE,Cleaning - Unsanitary,12,24,W,3515
18-Jul-24,16,17:58,Thursday,SCARBOROUGH CENTRE STA,Cleaning - Unsanitary,10,20,E,8617
18-Jul-24,16,17:58,Thursday,SCARBOROUGH CENTRE STA,Cleaning - Unsanitary,10,20,E,8617
18-Jul-24,986,18:01,Thursday,MEADOWVALE LOOP,Mechanical,12,24,N,3532
18-Jul-24,929,18:07,Thursday,WILSON STATION,Mechanical,8,16,S,9426
18-Jul-24,52,18:16,Thursday,LAWRENCE AND PINE,Security,18,36,E,3634
18-Jul-24,36,18:24,Thursday,FINCH AND WESTON,Mechanical,10,20,W,9104
18-Jul-24,35,18:24,Thursday,JANE AND LESSARD,Collision - TTC,9,12,S,1133
18-Jul-24,113,18:27,Thursday,DANFORTH AND VICTORIA,Mechanical,18,36,E,8583
18-Jul-24,100,18:45,Thursday,MILLWOOD AND OVERLEA,Cleaning - Unsanitary,7,17,N,8767
18-Jul-24,39,18:45,Thursday,FINCH AND WILFRED,Security,16,16,E,3123
18-Jul-24,999,18:48,Thursday,EGLINTON AND GILDER,Mechanical,0,0,W,1201
18-Jul-24,929,19:07,Thursday,DUFFERIN AND LIBERTY,Vision,8,16,N,9455
18-Jul-24,102,19:12,Thursday,WARDEN STATION,Mechanical,20,40,N,3480
18-Jul-24,42,19:32,Thursday,WARDEN AND MCNICOLL,Collision - TTC,14,28,E,3277
18-Jul-24,985,19:58,Thursday,SHEPPARD AVE E AND CON,Mechanical,15,30,E,1254
18-Jul-24,63,20:00,Thursday,LIBERTY AND ATLANTIC,General Delay,0,0,W,8354
18-Jul-24,13,20:02,Thursday,EGLINTON STATION,Mechanical,28,56,,8362
18-Jul-24,29,20:19,Thursday,DUFFERIN AND EVERSFIEL,Vision,8,16,S,9453
18-Jul-24,79,20:26,Thursday,RUNNYMEDE AND HENRIETT,Operations - Operator,30,60,N,7209
18-Jul-24,53,20:44,Thursday,STEELES AND MIDLAND,Collision - TTC,22,44,E,3145
18-Jul-24,60,20:53,Thursday,PIONEER VILLAGE STATIO,Operations - Operator,12,28,W,7024
18-Jul-24,24,21:09,Thursday,VICTORIA PARK STATION,Operations - Operator,8,16,N,8407
18-Jul-24,114,21:34,Thursday,CARLAW AND LAKESHORE,General Delay,0,0,S,8425
18-Jul-24,95,21:38,Thursday,ELLESMERE AND BELLAMY,Operations - Operator,16,32,S,3434
18-Jul-24,927,21:54,Thursday,KIPLING STATION,Mechanical,14,28,S,3631
18-Jul-24,11,22:22,Thursday,DAVISVILLE STATION,Collision - TTC,24,49,,8657
18-Jul-24,110,22:30,Thursday,BLOOR AND ISLINGTON,Mechanical,15,30,N,3356
18-Jul-24,41,22:37,Thursday,KEELE AND GREENBROOK,Mechanical,20,40,S,7265
18-Jul-24,44,22:43,Thursday,KIPLING STATION,Mechanical,10,20,N,8102
18-Jul-24,57,22:48,Thursday,KENNEDY STATION,Mechanical,25,50,,3257
18-Jul-24,165,23:02,Thursday,SIGNET AND STEELES,Mechanical,10,20,E,3640
18-Jul-24,162,23:04,Thursday,DON MILL AND MALLARD,Operations - Operator,30,60,N,8821
18-Jul-24,24,23:48,Thursday,VICTORIA AND LAWRENCE,Diversion,36,46,S,8407
18-Jul-24,9,00:25,Thursday,MCCOWAN AND EGLINTON,Mechanical,26,52,S,8415
18-Jul-24,85,00:38,Thursday,SHEPPARD AND MORNINGSI,Mechanical,20,40,W,3483
18-Jul-24,329,00:40,Thursday,EXHIBITION LOOP,Diversion,0,0,E,9151
18-Jul-24,307,00:45,Thursday,EXHIBTION LOOP,Diversion,0,0,S,8374
18-Jul-24,54,00:48,Thursday,EGLINTON AND BAYVIEW,Emergency Services,10,20,W,8858
18-Jul-24,41,00:50,Thursday,KEELE STATION,Security,20,40,E,7243
18-Jul-24,87,00:54,Thursday,COSBURN AND PAPE,Security,20,42,E,8500
18-Jul-24,67,00:59,Thursday,PHARMACY AND LAWRENCE,Operations - Operator,36,72,S,8755
18-Jul-24,34,01:30,Thursday,EGLINTON STATION,Security,4,24,S,8724
18-Jul-24,334,01:52,Thursday,EGLINTON AND BAYVIEW,Operations - Operator,30,60,N,8724
18-Jul-24,26,01:54,Thursday,EMERSON AND DUPONT,Mechanical,23,46,E,8171
19-Jul-24,52,02:19,Friday,SHEPPARD AND ABRAHAM W,Collision - TTC,14,29,E,3614
19-Jul-24,,02:25,Friday,MT DENNIS,Investigation,0,0,,7234
19-Jul-24,41,02:54,Friday,KEELE STATION,Security,30,60,,1015
19-Jul-24,300,03:10,Friday,DANFORTH AND EMMOTT,General Delay,0,0,E,8140
19-Jul-24,353,03:55,Friday,STEELES AND VICTORIA P,Diversion,59,89,W,3285
19-Jul-24,43,04:23,Friday,KENNEDY STATION,Investigation,30,60,E,9219
19-Jul-24,329,05:13,Friday,SASKATCHEWAN AND DUFFE,General Delay,10,20,E,9432
19-Jul-24,73,05:21,Friday,TODD BROOK AND ISLINGT,Diversion,30,0,E,8207
19-Jul-24,54,05:28,Friday,EGLINTON STATION,Security,0,0,,8627
19-Jul-24,53,05:49,Friday,FINCH AND FINCHDENE,Emergency Services,7,13,W,3221
19-Jul-24,43,06:26,Friday,KENNEDY AND FINCH,Emergency Services,10,20,N,3169
19-Jul-24,17,06:37,Friday,BIRCHMOUNT AND SHEPPAR,Mechanical,10,20,N,3114
19-Jul-24,32,07:28,Friday,RENFORTH STATION,Security,8,16,E,7256
19-Jul-24,929,07:34,Friday,DUFFRIN AND DUNDAS,Mechanical,8,16,S,9033
19-Jul-24,106,07:48,Friday,SHEPPARD WEST STATION,Mechanical,16,32,S,7021
19-Jul-24,47,07:53,Friday,LANSDOWN AND ST CLAIR,Operations - Operator,18,36,S,8358
19-Jul-24,35,08:00,Friday,JANE STATION,Mechanical,8,16,,1118
19-Jul-24,161,08:30,Friday,NORTHHUMBERLAND AND OS,Mechanical,20,40,E,1062
19-Jul-24,960,08:33,Friday,FINCH STATION,Emergency Services,0,0,W,8337
19-Jul-24,89,08:35,Friday,WESTON AND CARDELL,Collision - TTC,0,0,S,8364
19-Jul-24,69,08:35,Friday,WARDEN AND ST CLAIR,Investigation,14,28,S,8402
19-Jul-24,952,09:01,Friday,LAWRENCE AND BENTON,Security,10,20,E,8927
19-Jul-24,52,09:05,Friday,LAWRENCE AND PIMLICO,Security,13,26,E,8936
19-Jul-24,79,09:14,Friday,PRITCHARD AND JANE,Mechanical,0,0,W,1066
19-Jul-24,79,09:14,Friday,JANE AND PRITCHARD,Mechanical,18,36,N,1086
19-Jul-24,171,09:42,Friday,MOUNT DENNIS DIVISION,Investigation,20,40,,7320
19-Jul-24,32,09:45,Friday,RENFORTH STATION,Mechanical,8,16,,7303
19-Jul-24,89,09:49,Friday,WESTON AND CARDELL,Mechanical,10,20,S,7111
19-Jul-24,169,10:24,Friday,HUNTINGWOOD AND BRIMLE,Diversion,30,45,W,1298
19-Jul-24,939,10:30,Friday,MIDLAND AND EGLINTON,Mechanical,14,28,S,3282
19-Jul-24,39,10:35,Friday,OLD FINCH AND LITTLES,Mechanical,17,34,S,3108
19-Jul-24,168,10:40,Friday,AVON LOOP,Mechanical,10,20,S,3726
19-Jul-24,51,11:08,Friday,LESLIE AND FINCH,Emergency Services,29,58,S,3117
19-Jul-24,85,11:10,Friday,SHEPPARD AND MARKHAM,Operations - Operator,9,27,W,3470
19-Jul-24,960,11:16,Friday,STEELES AND TORRESDALE,Mechanical,11,22,W,8392
19-Jul-24,17,11:21,Friday,STEELES AND BIRCHMOUNT,Security,19,38,S,3101
19-Jul-24,985,11:30,Friday,3306 SHEPPARD AVE,Mechanical,12,24,W,9052
19-Jul-24,85,11:37,Friday,MEADOWVALE LOOP,Vision,18,27,W,1211
19-Jul-24,929,11:59,Friday,DUFFERIN AND DAVENPORT,Mechanical,8,16,S,9024
