,Date,Time,Day,Station,Code,Min Delay,Min Gap,Bound,Line,Vehicle,Code Description
10351,2024/05/19,01:53,Sunday,VAUGHAN MC STATION,MUIR,0,0,S,YU,5981,Injured or ill Customer (On Train) - Medical Aid Refused
10352,2024/05/19,09:26,Sunday,BAYVIEW STATION,EUSC,0,0,W,SHP,6189,Speed Control Equipment
10353,2024/05/19,12:04,Sunday,LESLIE STATION,SUO,0,0,,SHP,0,Passenger Other
10354,2024/05/19,22:16,Sunday,DON MILLS STATION,PUMEL,0,0,,SHP,0,Escalator/Elevator Incident
10355,2024/05/19,01:22,Sunday,DON MILLS STATION,SUO,0,0,,SHP,0,Passenger Other
10356,2024/05/20,02:31,Monday,KIPLING STATION,MUIS,0,0,,BD,0,Injured or ill Customer (In Station) - Transported
10357,2024/05/20,04:39,Monday,HILLCREST GATE,SUO,0,0,,,0,Passenger Other
10358,2024/05/20,05:34,Monday,SHERBOURNE STATION,MUNCA,0,0,,BD,0,MUNCA
10359,2024/05/20,06:27,Monday,SHEPPARD STATION,MUATC,9,0,N,YU,5926,ATC Project
10360,2024/05/20,06:32,Monday,DAVISVILLE YARD,SUG,0,0,,YU,0,Graffiti / Scratchiti
10361,2024/05/20,08:57,Monday,BROADVIEW STATION,PUMEL,0,0,,BD,0,Escalator/Elevator Incident
10362,2024/05/20,10:36,Monday,BATHURST STATION,SUDP,0,0,,BD,0,Disorderly Patron
10363,2024/05/20,11:11,Monday,ROYAL YORK STATION,MUIR,0,0,W,BD,5241,Injured or ill Customer (On Train) - Medical Aid Refused
10364,2024/05/20,12:29,Monday,LAWRENCE STATION,SUG,0,0,N,YU,0,Graffiti / Scratchiti
10365,2024/05/20,12:31,Monday,UNION STATION,MUATC,4,8,N,YU,5596,ATC Project
10366,2024/05/20,12:58,Monday,KIPLING STATION,MUIS,0,0,,BD,0,Injured or ill Customer (In Station) - Transported
10367,2024/05/20,14:04,Monday,SHEPPARD WEST STATION,EUNT,5,9,S,YU,6036,Equipment - No Trouble Found
10368,2024/05/20,14:08,Monday,COLLEGE STATION,SUDP,12,16,S,YU,5971,Disorderly Patron
10369,2024/05/20,16:00,Monday,EGLINTON WEST STATION,PUMO,0,0,,YU,0,Station Other
10370,2024/05/20,16:13,Monday,ISLINGTON STATION,PUSNT,4,8,E,BD,5244,Signal Problem - No Trouble
10371,2024/05/20,16:20,Monday,FINCH STATION,TUNIP,4,8,S,YU,5556,Operator Not In Position
10372,2024/05/20,16:37,Monday,QUEEN STATION,MUIRS,0,0,N,YU,0,Injured or ill Customer (In Station) - Medical Aid Refused
10373,2024/05/20,16:40,Monday,OSGOODE STATION,MUIS,0,0,,YU,0,Injured or ill Customer (In Station) - Transported
10374,2024/05/20,17:34,Monday,DUFFERIN STATION,SUUT,17,21,E,BD,5283,Unauthorized at Track Level
10375,2024/05/20,17:40,Monday,BROADVIEW STATION,SUDP,0,0,W,BD,0,Disorderly Patron
10376,2024/05/20,17:57,Monday,SHEPPARD WEST STATION,MUPAA,4,8,S,YU,5756,Passenger Assistance Alarm Activated - No Trouble Found
10377,2024/05/20,18:03,Monday,SHEPPARD WEST STATION,SUDP,0,0,S,YU,5811,Disorderly Patron
10378,2024/05/20,18:19,Monday,WILSON STATION,SUDP,0,0,S,YU,5671,Disorderly Patron
10379,2024/05/20,18:34,Monday,SHEPPARD STATION,SUO,0,0,,YU,0,Passenger Other
10380,2024/05/20,19:07,Monday,YORKDALE STATION,SUEAS,14,20,N,YU,5771,Emergency Alarm Station Activation
10381,2024/05/20,19:12,Monday,SPADINA BD STATION,SUO,0,0,W,BD,5201,Passenger Other
10382,2024/05/20,19:13,Monday,RUNNYMEDE STATION,MUIRS,0,0,,BD,0,Injured or ill Customer (In Station) - Medical Aid Refused
10383,2024/05/20,19:14,Monday,SPADINA YUS STATION,SUDP,0,0,S,YU,5636,Disorderly Patron
10384,2024/05/20,19:34,Monday,KING STATION,PUOPO,10,16,N,YU,5466,OPTO (COMMS) Train Door Monitoring
10385,2024/05/20,19:53,Monday,SPADINA YUS STATION,PUOPO,3,9,S,YU,5681,OPTO (COMMS) Train Door Monitoring
10386,2024/05/20,20:04,Monday,DAVISVILLE STATION,MUIS,0,0,,YU,0,Injured or ill Customer (In Station) - Transported
10387,2024/05/20,20:33,Monday,LAWRENCE WEST STATION,PUMEL,0,0,,YU,0,Escalator/Elevator Incident
10388,2024/05/20,20:39,Monday,DUNDAS STATION,SUDP,0,0,S,YU,0,Disorderly Patron
10389,2024/05/20,21:02,Monday,EGLINTON STATION,MUI,0,0,N,YU,5731,Injured or ill Customer (On Train) - Transported
10390,2024/05/20,21:07,Monday,HIGH PARK STATION,SUO,0,0,,BD,0,Passenger Other
10391,2024/05/20,21:19,Monday,LAWRENCE WEST STATION,SUROB,0,0,,YU,0,Robbery
10392,2024/05/20,21:57,Monday,WOODBINE STATION,SUUT,9,15,E,BD,5034,Unauthorized at Track Level
10393,2024/05/20,22:00,Monday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU/BD,0,Miscellaneous Other
10394,2024/05/20,22:26,Monday,CHRISTIE STATION,SUO,0,0,W,BD,5093,Passenger Other
10395,2024/05/20,22:29,Monday,SHERBOURNE STATION,PUMST,0,0,,BD,0,Station Stairway Incident
10396,2024/05/20,22:38,Monday,KENNEDY BD STATION,PUMEL,0,0,,BD,0,Escalator/Elevator Incident
10397,2024/05/20,23:45,Monday,ST GEORGE YUS STATION,SUUT,0,0,N,YU,0,Unauthorized at Track Level
10398,2024/05/20,00:16,Monday,YONGE BD STATION,SUDP,8,14,W,BD,5095,Disorderly Patron
10399,2024/05/20,00:16,Monday,OLD MILL STATION,MUSAN,5,11,E,BD,5308,Unsanitary Vehicle
10400,2024/05/20,00:40,Monday,KENNEDY BD STATION,MUIRS,0,0,,BD,0,Injured or ill Customer (In Station) - Medical Aid Refused
10401,2024/05/20,00:43,Monday,SHEPPARD WEST STATION,PUOPO,3,9,S,YU,5466,OPTO (COMMS) Train Door Monitoring
10402,2024/05/20,01:06,Monday,KIPLING STATION,SUG,6,12,W,BD,5095,Graffiti / Scratchiti
10403,2024/05/20,01:43,Monday,EGLINTON WEST STATION,MUIS,0,0,S,YU,0,Injured or ill Customer (In Station) - Transported
10404,2024/05/20,01:50,Monday,KIPLING STATION,MUIS,0,0,,BD,0,Injured or ill Customer (In Station) - Transported
10405,2024/05/20,05:55,Monday,DON MILLS STATION,EUSC,8,15,W,SHP,6171,Speed Control Equipment
10406,2024/05/21,02:08,Tuesday,DONLANDS STATION,EUNT,3,9,E,BD,5101,Equipment - No Trouble Found
10407,2024/05/21,05:44,Tuesday,FINCH STATION,EUAC,4,8,S,YU,5686,Air Conditioning
10408,2024/05/21,06:05,Tuesday,VAUGHAN MC STATION,PUOPO,0,0,S,YU,5996,OPTO (COMMS) Train Door Monitoring
10409,2024/05/21,06:09,Tuesday,HIGHWAY 407 STATION,PUOPO,3,6,S,YU,5996,OPTO (COMMS) Train Door Monitoring
10410,2024/05/21,06:21,Tuesday,FINCH WEST STATION,MUIRS,0,0,S,YU,0,Injured or ill Customer (In Station) - Medical Aid Refused
10411,2024/05/21,06:21,Tuesday,KIPLING STATION,SUDP,4,7,W,BD,5008,Disorderly Patron
10412,2024/05/21,06:26,Tuesday,ISLINGTON STATION,TUSC,0,0,W,BD,5271,Operator Overspeeding
10413,2024/05/21,06:54,Tuesday,YORKDALE STATION,EUDO,12,16,S,YU,5986,Door Problems - Faulty Equipment
10414,2024/05/21,07:09,Tuesday,BROADVIEW STATION,PUMO,0,0,,BD,0,Station Other
10415,2024/05/21,07:46,Tuesday,GREENWOOD STATION,MUO,3,5,W,BD,5314,Miscellaneous Other
10416,2024/05/21,07:47,Tuesday,VAUGHAN MC STATION,PUOPO,0,0,S,YU,5976,OPTO (COMMS) Train Door Monitoring
10417,2024/05/21,08:02,Tuesday,CHESTER STATION,TUSC,0,0,E,BD,5004,Operator Overspeeding
10418,2024/05/21,08:45,Tuesday,SPADINA BD STATION,MUI,20,22,W,BD,5368,Injured or ill Customer (On Train) - Transported
10419,2024/05/21,08:57,Tuesday,SHERBOURNE STATION,SUDP,0,0,,BD,0,Disorderly Patron
10420,2024/05/21,09:02,Tuesday,VAUGHAN MC STATION,PUOPO,0,0,S,YU,6086,OPTO (COMMS) Train Door Monitoring
10421,2024/05/21,10:16,Tuesday,WELLESLEY STATION,MUIRS,0,0,S,YU,0,Injured or ill Customer (In Station) - Medical Aid Refused
10422,2024/05/21,10:46,Tuesday,ST CLAIR STATION,PUMST,0,0,,YU,0,Station Stairway Incident
10423,2024/05/21,10:55,Tuesday,ST GEORGE YUS STATION,MUIRS,0,0,S,YU,0,Injured or ill Customer (In Station) - Medical Aid Refused
10424,2024/05/21,11:19,Tuesday,SHERBOURNE STATION,SUAP,0,0,,BD,0,Assault / Patron Involved
10425,2024/05/21,11:52,Tuesday,CASTLE FRANK STATION,SUO,0,0,,BD,0,Passenger Other
10426,2024/05/21,11:57,Tuesday,MAIN STREET STATION,PUSTS,8,12,E,BD,5030,Signals - Train Stops
10427,2024/05/21,12:58,Tuesday,SHERBOURNE STATION,PUMEL,0,0,,BD,0,Escalator/Elevator Incident
10428,2024/05/21,13:12,Tuesday,GREENWOOD YARD,MUIE,0,0,,BD,0,Injured Employee
10429,2024/05/21,13:18,Tuesday,BAY STATION,SUDP,0,0,W,BD,5241,Disorderly Patron
10430,2024/05/21,14:12,Tuesday,FINCH STATION,MUD,5,10,S,YU,5461,Door Problems - Passenger Related
10431,2024/05/21,14:55,Tuesday,BROADVIEW STATION,SUDP,6,10,W,BD,5017,Disorderly Patron
10432,2024/05/21,15:09,Tuesday,HIGHWAY 407 STATION,SUO,0,0,,YU,0,Passenger Other
10433,2024/05/21,15:36,Tuesday,VAUGHAN MC STATION,PUOPO,0,0,S,YU,5761,OPTO (COMMS) Train Door Monitoring
10434,2024/05/21,15:37,Tuesday,QUEEN STATION,SUG,0,0,N,YU,0,Graffiti / Scratchiti
10435,2024/05/21,15:47,Tuesday,SHEPPARD WEST STATION,EUAC,3,6,S,YU,5761,Air Conditioning
10436,2024/05/21,15:58,Tuesday,ROYAL YORK STATION,SUUT,3,6,E,BD,5004,Unauthorized at Track Level
10437,2024/05/21,16:27,Tuesday,BAY STATION,SUDP,0,0,W,BD,0,Disorderly Patron
10438,2024/05/21,16:33,Tuesday,WILSON STATION,MUATC,3,6,S,YU,5551,ATC Project
10439,2024/05/21,16:37,Tuesday,DUNDAS STATION,PUOPO,6,9,N,YU,5466,OPTO (COMMS) Train Door Monitoring
10440,2024/05/21,16:42,Tuesday,MAIN STREET STATION,SUROB,6,9,W,BD,5008,Robbery
10441,2024/05/21,16:52,Tuesday,OSSINGTON STATION,TUMVS,4,7,W,BD,5068,Operator Violated Signal
10442,2024/05/21,16:57,Tuesday,KENNEDY BD STATION,MUIRS,0,0,,BD,0,Injured or ill Customer (In Station) - Medical Aid Refused
10443,2024/05/21,17:35,Tuesday,WELLESLEY STATION,MUIRS,0,0,,YU,0,Injured or ill Customer (In Station) - Medical Aid Refused
10444,2024/05/21,18:02,Tuesday,BLOOR STATION,SUO,0,0,S,YU,5841,Passenger Other
10445,2024/05/21,18:06,Tuesday,KENNEDY BD STATION,SUAP,0,0,,BD,0,Assault / Patron Involved
10446,2024/05/21,18:08,Tuesday,BLOOR STATION,SUDP,0,0,N,YU,5711,Disorderly Patron
10447,2024/05/21,18:58,Tuesday,DUNDAS STATION,SUDP,0,0,,YU,0,Disorderly Patron
10448,2024/05/21,19:03,Tuesday,LAWRENCE WEST STATION,SUDP,11,14,S,YU,5491,Disorderly Patron
10449,2024/05/21,19:34,Tuesday,SUMMERHILL STATION,MUO,0,0,,YU,0,Miscellaneous Other
10450,2024/05/21,20:01,Tuesday,ST GEORGE YUS STATION,SUDP,0,0,N,YU,5656,Disorderly Patron
10451,2024/05/21,20:09,Tuesday,COLLEGE STATION,SUDP,0,0,S,YU,0,Disorderly Patron
10452,2024/05/21,20:21,Tuesday,DAVISVILLE STATION,MUIR,0,0,S,YU,5676,Injured or ill Customer (On Train) - Medical Aid Refused
10453,2024/05/21,20:22,Tuesday,BAY STATION,MUPAA,3,8,E,BD,5000,Passenger Assistance Alarm Activated - No Trouble Found
10454,2024/05/21,21:29,Tuesday,DUNDAS STATION,SUDP,0,0,S,YU,5601,Disorderly Patron
10455,2024/05/21,21:37,Tuesday,BROADVIEW STATION,MUIS,0,0,,BD,0,Injured or ill Customer (In Station) - Transported
10456,2024/05/21,22:00,Tuesday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU/BD,0,Miscellaneous Other
10457,2024/05/21,22:34,Tuesday,ST GEORGE BD STATION,PUMEL,0,0,,BD,0,Escalator/Elevator Incident
10458,2024/05/21,23:39,Tuesday,UNION STATION,SUO,10,15,S,YU,5471,Passenger Other
10459,2024/05/21,00:01,Tuesday,WILSON YARD,MUWR,0,0,,YU,0,Work Refusal
10460,2024/05/21,01:46,Tuesday,GREENWOOD STATION,TUSC,3,8,W,BD,5278,Operator Overspeeding
10461,2024/05/21,11:40,Tuesday,LESLIE STATION,TUSC,0,0,W,SHP,6186,Operator Overspeeding
10462,2024/05/21,19:45,Tuesday,DON MILLS STATION,PUSO,0,0,E,SHP,6176,S/E/C Department Other
10463,2024/05/21,20:25,Tuesday,BAYVIEW STATION,PUOPO,3,10,E,SHP,6176,OPTO (COMMS) Train Door Monitoring
10464,2024/05/22,05:46,Wednesday,CHRISTIE STATION,MUIRS,0,0,,BD,0,Injured or ill Customer (In Station) - Medical Aid Refused
10465,2024/05/22,06:08,Wednesday,YORKDALE STATION,PUOPO,0,0,S,YU,6011,OPTO (COMMS) Train Door Monitoring
10466,2024/05/22,06:41,Wednesday,JANE STATION,PUMST,0,0,,BD,0,Station Stairway Incident
10467,2024/05/22,07:22,Wednesday,SUMMERHILL STATION,PUOPO,5,8,S,YU,5421,OPTO (COMMS) Train Door Monitoring
10468,2024/05/22,07:28,Wednesday,ROSEDALE STATION,PUOPO,4,7,S,YU,5421,OPTO (COMMS) Train Door Monitoring
10469,2024/05/22,07:42,Wednesday,ST GEORGE YUS STATION,SUDP,7,10,N,YU,5576,Disorderly Patron
10470,2024/05/22,07:43,Wednesday,LAWRENCE STATION,SUAP,5,8,N,YU,5876,Assault / Patron Involved
10471,2024/05/22,08:18,Wednesday,FINCH STATION,TUSET,3,6,S,YU,5591,Train Controls Improperly Shut Down
10472,2024/05/22,08:21,Wednesday,VAUGHAN MC STATION,PUOPO,0,0,S,YU,5646,OPTO (COMMS) Train Door Monitoring
10473,2024/05/22,08:38,Wednesday,DUNDAS STATION,MUPAA,5,8,S,YU,5531,Passenger Assistance Alarm Activated - No Trouble Found
10474,2024/05/22,08:55,Wednesday,EGLINTON STATION,SUAP,0,0,,YU,0,Assault / Patron Involved
10475,2024/05/22,09:32,Wednesday,CASTLE FRANK STATION,MUIRS,0,0,E,BD,0,Injured or ill Customer (In Station) - Medical Aid Refused
10476,2024/05/22,09:33,Wednesday,ST GEORGE YUS STATION,SUO,0,0,S,YU,6096,Passenger Other
10477,2024/05/22,09:40,Wednesday,ST PATRICK STATION,SUDP,0,0,,YU,0,Disorderly Patron
10478,2024/05/22,10:09,Wednesday,DOWNSVIEW PARK STATION,PUOPO,3,7,N,YU,5466,OPTO (COMMS) Train Door Monitoring
10479,2024/05/22,10:29,Wednesday,WELLESLEY STATION,SUO,0,0,N,YU,5711,Passenger Other
10480,2024/05/22,10:37,Wednesday,DAVISVILLE STATION,SUUT,15,20,N,YU,5536,Unauthorized at Track Level
10481,2024/05/22,10:42,Wednesday,DUNDAS WEST STATION,PUSI,8,12,W,BD,5151,Signals or Related Components Failure
10482,2024/05/22,10:58,Wednesday,FINCH WEST STATION,MUPAA,0,0,S,YU,5976,Passenger Assistance Alarm Activated - No Trouble Found
10483,2024/05/22,11:25,Wednesday,WELLESLEY STATION,MUIR,10,15,S,YU,5771,Injured or ill Customer (On Train) - Medical Aid Refused
10484,2024/05/22,12:18,Wednesday,DUNDAS WEST STATION,SUDP,0,0,,BD,0,Disorderly Patron
10485,2024/05/22,12:54,Wednesday,VICTORIA PARK STATION,MUIRS,0,0,,BD,0,Injured or ill Customer (In Station) - Medical Aid Refused
10486,2024/05/22,13:01,Wednesday,PAPE STATION,MUIRS,0,0,,BD,0,Injured or ill Customer (In Station) - Medical Aid Refused
10487,2024/05/22,13:12,Wednesday,SUMMERHILL STATION,SUDP,7,12,S,YU,5531,Disorderly Patron
10488,2024/05/22,13:17,Wednesday,UNION STATION,SUUT,11,16,S,YU,5696,Unauthorized at Track Level
10489,2024/05/22,13:47,Wednesday,FINCH STATION,MUIRS,0,0,,YU,0,Injured or ill Customer (In Station) - Medical Aid Refused
10490,2024/05/22,13:49,Wednesday,YORK MILLS STATION,MUPLB,50,55,N,YU,5571,Fire/Smoke Plan B - Source TTC
10491,2024/05/22,14:05,Wednesday,BROADVIEW STATION,PUMEL,0,0,E,BD,0,Escalator/Elevator Incident
10492,2024/05/22,14:14,Wednesday,BLOOR STATION,MUIS,0,0,,YU,0,Injured or ill Customer (In Station) - Transported
10493,2024/05/22,14:26,Wednesday,KING STATION,MUNCA,0,0,,YU,0,MUNCA
10494,2024/05/22,14:56,Wednesday,FINCH STATION,MUO,5,10,S,YU,5781,Miscellaneous Other
10495,2024/05/22,15:06,Wednesday,ST CLAIR STATION,SUO,0,0,,YU,0,Passenger Other
10496,2024/05/22,15:30,Wednesday,KENNEDY STATION,EUNT,4,8,W,BD,5015,Equipment - No Trouble Found
10497,2024/05/22,15:59,Wednesday,KEELE STATION,TUNOA,3,6,W,BD,5077,No Operator Immediately Available
10498,2024/05/22,16:16,Wednesday,ST GEORGE BD STATION,MUIRS,0,0,,BD,0,Injured or ill Customer (In Station) - Medical Aid Refused
10499,2024/05/22,16:30,Wednesday,YORKDALE STATION,TUS,7,12,N,YU,5516,Crew Unable to Maintain Schedule
10500,2024/05/22,16:37,Wednesday,DUFFERIN STATION,SUO,0,0,W,BD,5166,Passenger Other
10501,2024/05/22,17:00,Wednesday,DUNDAS WEST STATION,SUDP,0,0,W,BD,8135,Disorderly Patron
10502,2024/05/22,17:06,Wednesday,DUFFERIN STATION,MUIRS,0,0,,BD,0,Injured or ill Customer (In Station) - Medical Aid Refused
10503,2024/05/22,17:12,Wednesday,YORK MILLS STATION,PUMEL,0,0,,YU,0,Escalator/Elevator Incident
10504,2024/05/22,17:35,Wednesday,QUEEN STATION,EUAC,5,8,S,YU,6071,Air Conditioning
10505,2024/05/22,17:55,Wednesday,VAUGHAN MC STATION,PUOPO,0,0,S,YU,5761,OPTO (COMMS) Train Door Monitoring
10506,2024/05/22,18:11,Wednesday,UNION STATION,MUPAA,0,0,N,YU,6011,Passenger Assistance Alarm Activated - No Trouble Found
10507,2024/05/22,18:15,Wednesday,PAPE STATION,PUMEL,0,0,,BD,0,Escalator/Elevator Incident
10508,2024/05/22,19:22,Wednesday,ST ANDREW STATION,SUDP,0,0,,YU,0,Disorderly Patron
10509,2024/05/22,19:25,Wednesday,MUSEUM STATION,SUDP,4,7,N,YU,5721,Disorderly Patron
10510,2024/05/22,20:01,Wednesday,YONGE BD STATION,SUDP,0,0,,BD,0,Disorderly Patron
10511,2024/05/22,20:12,Wednesday,MUSEUM STATION,MUPAA,5,10,S,YU,5796,Passenger Assistance Alarm Activated - No Trouble Found
10512,2024/05/22,20:34,Wednesday,QUEEN STATION,SUDP,0,0,S,YU,0,Disorderly Patron
10513,2024/05/22,20:36,Wednesday,MAIN STREET STATION,MUPAA,0,0,W,BD,5093,Passenger Assistance Alarm Activated - No Trouble Found
10514,2024/05/22,21:07,Wednesday,SHEPPARD WEST STATION,MUIS,0,0,,YU,0,Injured or ill Customer (In Station) - Transported
10515,2024/05/22,21:23,Wednesday,WOODBINE STATION,SUDP,18,23,E,BD,5144,Disorderly Patron
10516,2024/05/22,22:00,Wednesday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU/BD,0,Miscellaneous Other
10517,2024/05/22,22:16,Wednesday,EGLINTON WEST STATION,SUDP,6,11,N,YU,5921,Disorderly Patron
10518,2024/05/22,22:58,Wednesday,GREENWOOD STATION,TUSC,0,0,W,BD,5048,Operator Overspeeding
10519,2024/05/22,23:26,Wednesday,MAIN STREET STATION,SUSA,0,0,,BD,0,Sexual Assault
10520,2024/05/22,23:41,Wednesday,KEELE STATION,PUMST,0,0,W,BD,0,Station Stairway Incident
10521,2024/05/22,00:08,Wednesday,ISLINGTON STATION,SUUT,0,0,E,BD,0,Unauthorized at Track Level
10522,2024/05/22,00:41,Wednesday,KIPLING STATION,SUO,17,22,E,BD,5191,Passenger Other
10523,2024/05/22,00:42,Wednesday,ST CLAIR WEST STATION,MUIRS,0,0,S,YU,0,Injured or ill Customer (In Station) - Medical Aid Refused
10524,2024/05/22,00:49,Wednesday,FINCH STATION,MUPAA,0,0,S,YU,5586,Passenger Assistance Alarm Activated - No Trouble Found
10525,2024/05/22,01:27,Wednesday,DUNDAS WEST STATION,MUIRS,0,0,,BD,0,Injured or ill Customer (In Station) - Medical Aid Refused
10526,2024/05/22,01:38,Wednesday,EGLINTON STATION,MUPAA,3,9,N,YU,5741,Passenger Assistance Alarm Activated - No Trouble Found
10527,2024/05/22,09:19,Wednesday,SHEPPARD-YONGE STATION,TUSC,0,0,E,SHP,6171,Operator Overspeeding
10528,2024/05/22,13:16,Wednesday,SHEPPARD-YONGE STATION,PUSO,7,14,W,SHP,6186,S/E/C Department Other
10529,2024/05/22,20:23,Wednesday,DON MILLS STATION,MUIR,7,14,W,SHP,6191,Injured or ill Customer (On Train) - Medical Aid Refused
10530,2024/05/22,01:26,Wednesday,DON MILLS STATION,PUOPO,0,0,W,SHP,6191,OPTO (COMMS) Train Door Monitoring
10531,2024/05/23,02:39,Thursday,FINCH STATION,SUO,0,0,,YU,0,Passenger Other
10532,2024/05/23,07:03,Thursday,ROYAL YORK STATION,PUMEL,0,0,,BD,0,Escalator/Elevator Incident
10533,2024/05/23,07:04,Thursday,DONLANDS STATION,MUSC,0,0,W,BD,5058,Miscellaneous Speed Control
10534,2024/05/23,07:10,Thursday,KENNEDY BD STATION,SUDP,0,0,,BD,0,Disorderly Patron
10535,2024/05/23,08:08,Thursday,ST CLAIR WEST STATION,MUIR,19,22,S,YU,5851,Injured or ill Customer (On Train) - Medical Aid Refused
10536,2024/05/23,08:12,Thursday,KIPLING STATION,EUDO,3,5,E,BD,5042,Door Problems - Faulty Equipment
10537,2024/05/23,08:20,Thursday,VAUGHAN MC STATION,PUOPO,0,0,S,YU,5646,OPTO (COMMS) Train Door Monitoring
10538,2024/05/23,09:15,Thursday,SUMMERHILL STATION,MUPLB,70,73,N,YU,6016,Fire/Smoke Plan B - Source TTC
10539,2024/05/23,09:44,Thursday,BAY STATION,MUSAN,7,9,E,BD,5261,Unsanitary Vehicle
10540,2024/05/23,10:00,Thursday,BLOOR STATION,TUOS,5,8,N,YU,5701,Operator Overshot Platform
10541,2024/05/23,10:12,Thursday,COXWELL STATION,MUSC,0,0,W,BD,5011,Miscellaneous Speed Control
10542,2024/05/23,10:42,Thursday,LAWRENCE STATION,PUOPO,0,0,N,YU,6016,OPTO (COMMS) Train Door Monitoring
10543,2024/05/23,11:05,Thursday,MAIN STREET STATION,PUSCR,5,9,W,BD,5095,Subway Car Radio Fault
10544,2024/05/23,11:38,Thursday,WOODBINE STATION,SUDP,43,47,W,BD,5177,Disorderly Patron
10545,2024/05/23,12:16,Thursday,WELLESLEY STATION,SUO,0,0,,YU,0,Passenger Other
10546,2024/05/23,12:28,Thursday,DUNDAS STATION,MUIS,0,0,,YU,0,Injured or ill Customer (In Station) - Transported
10547,2024/05/23,13:04,Thursday,QUEEN'S PARK STATION,MUIS,0,0,,YU,0,Injured or ill Customer (In Station) - Transported
10548,2024/05/23,13:16,Thursday,VAUGHAN MC STATION,PUOPO,0,0,S,YU,5646,OPTO (COMMS) Train Door Monitoring
10549,2024/05/23,13:34,Thursday,DUNDAS STATION,SUDP,0,0,,YU,0,Disorderly Patron
10550,2024/05/23,13:46,Thursday,ST GEORGE BD STATION,SUO,0,0,,BD,0,Passenger Other
10551,2024/05/23,13:55,Thursday,KIPLING STATION,SUO,0,0,W,BD,0,Passenger Other
10552,2024/05/23,14:23,Thursday,SPADINA BD STATION,SUDP,0,0,W,BD,5034,Disorderly Patron
10553,2024/05/23,15:02,Thursday,KEELE STATION,SUSA,0,0,W,BD,5088,Sexual Assault
10554,2024/05/23,15:12,Thursday,FINCH STATION,EUNT,5,10,S,YU,5631,Equipment - No Trouble Found
10555,2024/05/23,15:32,Thursday,LAWRENCE WEST STATION,SUO,0,0,,YU,0,Passenger Other
10556,2024/05/23,15:40,Thursday,ST GEORGE YUS STATION,PUOPO,4,9,N,YU,6046,OPTO (COMMS) Train Door Monitoring
10557,2024/05/23,15:44,Thursday,RUNNYMEDE STATION,SUO,0,0,,BD,0,Passenger Other
10558,2024/05/23,16:01,Thursday,EGLINTON WEST STATION,MUPAA,0,0,S,YU,5681,Passenger Assistance Alarm Activated - No Trouble Found
10559,2024/05/23,16:25,Thursday,DUFFERIN STATION,MUIRS,0,0,,BD,0,Injured or ill Customer (In Station) - Medical Aid Refused
10560,2024/05/23,16:29,Thursday,KENNEDY BD STATION,MUIS,0,0,,BD,0,Injured or ill Customer (In Station) - Transported
10561,2024/05/23,16:38,Thursday,ST CLAIR WEST STATION,PUOPO,5,8,N,YU,5696,OPTO (COMMS) Train Door Monitoring
10562,2024/05/23,16:45,Thursday,ST CLAIR WEST STATION,MUO,5,8,S,YU,6096,Miscellaneous Other
10563,2024/05/23,16:48,Thursday,EGLINTON WEST STATION,PUOPO,4,7,N,YU,5696,OPTO (COMMS) Train Door Monitoring
10564,2024/05/23,16:50,Thursday,KING STATION,MUPAA,4,7,S,YU,5716,Passenger Assistance Alarm Activated - No Trouble Found
10565,2024/05/23,17:04,Thursday,CHESTER STATION,MUIRS,0,0,W,BD,5048,Injured or ill Customer (In Station) - Medical Aid Refused
10566,2024/05/23,17:13,Thursday,FINCH STATION,SUDP,0,0,,YU,0,Disorderly Patron
10567,2024/05/23,17:25,Thursday,KEELE STATION,MUSC,3,6,W,BD,5347,Miscellaneous Speed Control
10568,2024/05/23,17:25,Thursday,LANSDOWNE STATION,SUDP,0,0,W,BD,5191,Disorderly Patron
10569,2024/05/23,17:59,Thursday,WARDEN STATION,SUAP,0,0,,BD,0,Assault / Patron Involved
10570,2024/05/23,18:24,Thursday,DUNDAS STATION,MUIRS,0,0,,YU,0,Injured or ill Customer (In Station) - Medical Aid Refused
10571,2024/05/23,18:39,Thursday,KENNEDY BD STATION,MUI,5,10,W,BD,5177,Injured or ill Customer (On Train) - Transported
10572,2024/05/23,18:50,Thursday,OSSINGTON STATION,SUAP,7,10,E,BD,5187,Assault / Patron Involved
10573,2024/05/23,18:53,Thursday,BLOOR STATION,MUPAA,4,7,S,YU,5471,Passenger Assistance Alarm Activated - No Trouble Found
10574,2024/05/23,19:00,Thursday,SPADINA BD STATION,PUMEL,0,0,,BD,0,Escalator/Elevator Incident
10575,2024/05/23,19:02,Thursday,BATHURST STATION,MUIRS,0,0,E,BD,5215,Injured or ill Customer (In Station) - Medical Aid Refused
10576,2024/05/23,19:22,Thursday,KING STATION,SUDP,0,0,N,YU,5991,Disorderly Patron
10577,2024/05/23,19:49,Thursday,WELLESLEY STATION,SUDP,0,0,S,YU,5986,Disorderly Patron
10578,2024/05/23,19:52,Thursday,RUNNYMEDE STATION,SUO,13,18,E,BD,5171,Passenger Other
10579,2024/05/23,20:21,Thursday,QUEEN STATION,SUUT,14,19,N,YU,5856,Unauthorized at Track Level
